"Year","Age_category","SA2.name","Gender","Population_Count","CO2_generated_ML_yr","CO2_generated_tonnes_yr"
2019,"Adult","Melbourne (CBD)","F",8106,1546.5664368,3062.201544864
2019,"Adult","Carlton","F",8218,1567.9352304,3104.511756192
2018,"Adult","Melbourne (CBD)","F",4922,939.0821616,1859.382679968
2017,"Adult","Port Melbourne","F",5735,1094.196708,2166.50948184
2019,"Adult","Melbourne (CBD)","A",16500,3590.3736,7108.939728
2019,"Adult","Carlton","A",15879,3455.2449936,6841.385087328
2018,"Adult","Melbourne (CBD)","A",10050,2186.86392,4329.9905616
2017,"Adult","Port Melbourne","A",10960,2384.878464,4722.05935872
2019,"Adult","North Melbourne","M",6318,1544.144472,3057.40605456
2019,"Adult","Docklands","M",6953,1699.341012,3364.69520376
2018,"Adult","Melbourne (CBD)","M",7007,1712.538828,3390.82687944
2017,"Adult","Port Melbourne","M",169,41.304276,81.78246648
2019,"Adult","North Melbourne","F",6523,1244.5414344,2464.192040112
2019,"Adult","Docklands","F",6292,1200.4682976,2376.927229248
2018,"Adult","Melbourne (CBD)","F",7323,1397.1756744,2766.407835312
2017,"Adult","Port Melbourne","F",146,27.8557488,55.154382624
2019,"Adult","North Melbourne","A",12841,2794.1810544,5532.478487712
2019,"Adult","Docklands","A",13245,2882.090808,5706.53979984
2018,"Adult","Melbourne (CBD)","A",14330,3118.185072,6174.00644256
2017,"Adult","Port Melbourne","A",315,68.543496,135.71612208
2019,"Adult","Melbourne (Remainder)","M",0,0,0
2019,"Adult","East Melbourne","M",1711,418.175244,827.98698312
2018,"Adult","Melbourne (CBD)","M",8003,1955.965212,3872.81111976
2018,"Adult","Carlton","M",7387,1805.412348,3574.71644904
2019,"Adult","Melbourne (Remainder)","F",0,0,0
2019,"Adult","East Melbourne","F",1819,347.0521032,687.163164336
2018,"Adult","Melbourne (CBD)","F",7772,1482.8416416,2936.026450368
2018,"Adult","Carlton","F",8058,1537.4083824,3044.068597152
2019,"Adult","Melbourne (Remainder)","A",0,0,0
2019,"Adult","East Melbourne","A",3530,768.122352,1520.88225696
2018,"Adult","Melbourne (CBD)","A",15775,3432.61476,6796.5772248
2018,"Adult","Carlton","A",15445,3360.807288,6654.39843024
2019,"Adult","Southbank","M",3173,775.493892,1535.47790616
2019,"Adult","Melbourne (Remainder)","M",38,9.287352,18.38895696
2018,"Adult","North Melbourne","M",6213,1518.482052,3006.59446296
2018,"Adult","Docklands","M",6499,1588.381596,3144.99556008
2019,"Adult","Southbank","F",2930,559.022904,1106.86534992
2019,"Adult","Melbourne (Remainder)","F",34,6.4869552,12.844171296
2020,"Adult","West Melbourne (Residential)","A",6318,1374.7866912,2722.077648576
2020,"Adult","Parkville","A",5226,1137.1692384,2251.595092032
2019,"Adult","Southbank","A",6103,1328.0030352,2629.446009696
2019,"Adult","Melbourne (Remainder)","A",72,15.6670848,31.020827904
2020,"Adult","Port Melbourne","M",4761,1163.607444,2303.94273912
2020,"Adult","South Yarra","M",2021,493.940484,978.00215832
2019,"Adult","Southbank","M",7319,1788.792876,3541.80989448
2019,"Adult","Kensington","M",3909,955.375236,1891.64296728
2020,"Adult","Port Melbourne","F",5289,1009.1031192,1998.024176016
2020,"Adult","South Yarra","F",2215,422.606052,836.75998296
2019,"Adult","Southbank","F",6837,1304.4503736,2582.811739728
2019,"Adult","Kensington","F",4095,781.296516,1546.96710168
2020,"Adult","Port Melbourne","A",10050,2186.86392,4329.9905616
2020,"Adult","South Yarra","A",4236,921.7468224,1825.058708352
2019,"Adult","Southbank","A",14156,3080.3229504,6099.039441792
2019,"Adult","Kensington","A",8004,1741.6575936,3448.482035328
2020,"Adult","Port Melbourne","M",768,187.702272,371.65049856
2020,"Adult","West Melbourne (Industrial)","M",0,0,0
2019,"Adult","West Melbourne (Residential)","M",3139,767.184156,1519.02462888
2019,"Adult","Parkville","M",2565,626.89626,1241.2545948
2020,"Adult","Port Melbourne","F",679,129.5483112,256.505656176
2020,"Adult","West Melbourne (Industrial)","F",0,0,0
2019,"Adult","West Melbourne (Residential)","F",2762,526.9697136,1043.400032928
2019,"Adult","Parkville","F",2622,500.2587216,990.512268768
2020,"Adult","Port Melbourne","A",1447,314.8648848,623.432471904
2020,"Adult","West Melbourne (Industrial)","A",0,0,0
2019,"Adult","West Melbourne (Residential)","A",5901,1284.0481584,2542.415353632
2019,"Adult","Parkville","A",5187,1128.6829008,2234.792143584
2021,"Adult","Carlton","M",6639,1622.598156,3212.74434888
2020,"Adult","Melbourne (CBD)","M",5214,1274.322456,2523.15846288
2019,"Adult","Port Melbourne","M",4942,1207.844568,2391.53224464
2019,"Adult","South Yarra","M",2072,506.405088,1002.68207424
2021,"Adult","Carlton","F",6572,1253.8902816,2482.702757568
2020,"Adult","Melbourne (CBD)","F",4993,952.6284504,1886.204331792
2019,"Adult","Port Melbourne","F",5469,1043.4458232,2066.022729936
2019,"Adult","South Yarra","F",2302,439.2050256,869.625950688
2021,"Adult","Carlton","A",13211,2874.6924624,5691.891075552
2020,"Adult","Melbourne (CBD)","A",10207,2221.0268688,4397.633200224
2019,"Adult","Port Melbourne","A",10411,2265.4169424,4485.525545952
2019,"Adult","South Yarra","A",4374,951.7754016,1884.515295168
2021,"Adult","Docklands","M",6746,1648.749384,3264.52378032
2020,"Adult","Melbourne (CBD)","M",8220,2009.00088,3977.8217424
2019,"Adult","Port Melbourne","M",578,141.265512,279.70571376
2019,"Adult","West Melbourne (Industrial)","M",0,0,0
2021,"Adult","Docklands","F",6137,1170.8954136,2318.372918928
2020,"Adult","Melbourne (CBD)","F",8482,1618.3045296,3204.242968608
2019,"Adult","Port Melbourne","F",511,97.4951208,193.040339184
2021,"Adult","North Melbourne","A",11556,2514.5671104,4978.842878592
2021,"Adult","Docklands","A",12883,2803.3201872,5550.573970656
2020,"Adult","Melbourne (CBD)","A",16702,3634.3284768,7195.970384064
2019,"Adult","Port Melbourne","A",1089,236.9646576,469.190022048
2021,"Adult","Melbourne (Remainder)","M",0,0,0
2021,"Adult","East Melbourne","M",1530,373.93812,740.3974776
2020,"Adult","Melbourne (CBD)","M",8502,2077.922808,4114.28715984
2020,"Adult","Carlton","M",7841,1916.371764,3794.41609272
2021,"Adult","Melbourne (Remainder)","F",0,0,0
2021,"Adult","East Melbourne","F",1611,307.3672008,608.587057584
2020,"Adult","Melbourne (CBD)","F",8186,1561.8298608,3092.423124384
2020,"Adult","Carlton","F",8210,1566.408888,3101.48959824
2021,"Adult","Melbourne (Remainder)","A",0,0,0
2021,"Adult","East Melbourne","A",3141,683.4765744,1353.283617312
2020,"Adult","Melbourne (CBD)","A",16688,3631.2820992,7189.938556416
2020,"Adult","Carlton","A",16051,3492.6719184,6915.490398432
2021,"Adult","Southbank","M",2678,654.513912,1295.93754576
2021,"Adult","Melbourne (Remainder)","M",49,11.975796,23.71207608
2020,"Adult","North Melbourne","M",6389,1561.497156,3091.76436888
2020,"Adult","Docklands","M",7111,1737.956844,3441.15455112
2021,"Adult","Southbank","F",2528,482.3241984,955.001912832
2021,"Adult","Melbourne (Remainder)","F",27,5.1514056,10.199783088
2020,"Adult","North Melbourne","F",6590,1257.324552,2489.50261296
2020,"Adult","Docklands","F",6441,1228.8964248,2433.214921104
2021,"Adult","Southbank","A",5206,1132.8172704,2242.978195392
2021,"Adult","Melbourne (Remainder)","A",76,16.5374784,32.744207232
2020,"Adult","North Melbourne","A",12979,2824.2096336,5591.935074528
2020,"Adult","Docklands","A",13552,2948.8935168,5838.809163264
2021,"Adult","Southbank","M",7241,1769.729364,3504.06414072
2021,"Adult","Kensington","M",3605,881.07642,1744.5313116
2020,"Adult","Melbourne (Remainder)","M",0,0,0
2020,"Adult","East Melbourne","M",1680,410.59872,812.9854656
2021,"Adult","Southbank","F",6844,1305.7859232,2585.456127936
2021,"Adult","Kensington","F",3767,718.7164776,1423.058625648
2020,"Adult","Melbourne (Remainder)","F",0,0,0
2020,"Adult","East Melbourne","F",1775,338.65722,670.5412956
2021,"Adult","Southbank","A",14085,3064.873464,6068.44945872
2021,"Adult","Kensington","A",7372,1604.1354048,3176.188101504
2020,"Adult","Melbourne (Remainder)","A",0,0,0
2020,"Adult","East Melbourne","A",3455,751.802472,1488.56889456
2021,"Adult","West Melbourne (Residential)","M",3331,814.109724,1611.93725352
2021,"Adult","Parkville","M",2373,579.970692,1148.34197016
2020,"Adult","Southbank","M",3108,759.607632,1504.02311136
2020,"Adult","Melbourne (Remainder)","M",41,10.020564,19.84071672
2021,"Adult","West Melbourne (Residential)","F",3027,577.5298056,1143.509015088
2021,"Adult","Parkville","F",2302,439.2050256,869.625950688
2020,"Adult","Southbank","F",2878,549.1016784,1087.221323232
2020,"Adult","Melbourne (Remainder)","F",32,6.1053696,12.088631808
2021,"Adult","West Melbourne (Residential)","A",6358,1383.4906272,2739.311441856
2021,"Adult","Parkville","A",4675,1017.27252,2014.1995896
2020,"Adult","Southbank","A",5986,1302.5440224,2579.037164352
2020,"Adult","Melbourne (Remainder)","A",73,15.8846832,31.451672736
2021,"Adult","Port Melbourne","M",4528,1106.661312,2191.18939776
2021,"Adult","South Yarra","M",1868,456.546672,903.96241056
2020,"Adult","Southbank","M",7628,1864.313712,3691.34114976
2020,"Adult","Kensington","M",3824,934.600896,1850.50977408
2021,"Adult","Port Melbourne","F",5068,966.9379104,1914.537062592
2021,"Adult","South Yarra","F",2028,386.9277984,766.117040832
2020,"Adult","Southbank","F",7133,1360.9250424,2694.631583952
2020,"Adult","Kensington","F",3992,761.6448576,1508.056818048
2021,"Adult","Port Melbourne","A",9596,2088.0742464,4134.387007872
2021,"Adult","South Yarra","A",3896,847.7633664,1678.571465472
2020,"Adult","Southbank","A",14761,3211.9699824,6359.700565152
2020,"Adult","Kensington","A",7816,1700.7490944,3367.483206912
2021,"Adult","Port Melbourne","M",880,215.07552,425.8495296
2021,"Adult","West Melbourne (Industrial)","M",0,0,0
2020,"Adult","West Melbourne (Residential)","M",3320,811.42128,1606.6141344
2020,"Adult","Parkville","M",2585,631.78434,1250.9329932
2021,"Adult","Port Melbourne","F",776,148.0552128,293.149321344
2021,"Adult","West Melbourne (Industrial)","F",0,0,0
2020,"Adult","West Melbourne (Residential)","F",2998,571.9968144,1132.553692512
2020,"Adult","Parkville","F",2641,503.8837848,997.689893904
2021,"Adult","Port Melbourne","A",1656,360.3429504,713.479041792
2021,"Adult","West Melbourne (Industrial)","A",0,0,0
2021,"Adult","North Melbourne","M",5617,1372.817268,2718.17819064
2021,"Adult","Melbourne (CBD)","M",7347,1795.636188,3555.35965224
2021,"Adult","Melbourne (CBD)","M",7582,1853.071128,3669.08083344
2021,"Adult","Melbourne (CBD)","M",4273,1044.338292,2067.78981816
2021,"Adult","North Melbourne","F",5939,1133.1184392,2243.574509616
2021,"Adult","Melbourne (CBD)","F",7011,1337.6483208,2648.543675184
2021,"Adult","Melbourne (CBD)","F",7741,1476.9270648,2924.315588304
2021,"Adult","Melbourne (CBD)","F",4103,782.8228584,1549.989259632
2021,"Adult","Melbourne (CBD)","A",14358,3124.2778272,6186.070097856
2021,"Adult","Melbourne (CBD)","A",15323,3334.2602832,6601.835360736
2021,"Adult","Melbourne (CBD)","A",8376,1822.6041984,3608.756312832
2011,"Child","Carlton","M",411,44.0684064,87.255444672
2012,"Child","Melbourne (Remainder)","F",0,0,0
2012,"Child","East Melbourne","F",139,13.8080376,27.339914448
2011,"Child","Melbourne (CBD)","F",81,8.0464104,15.931892592
2011,"Child","Carlton","F",375,37.2519,73.758762
2012,"Child","Melbourne (Remainder)","A",0,0,0
2012,"Child","East Melbourne","A",274,28.2988296,56.031682608
2011,"Child","Melbourne (CBD)","A",180,18.590472,36.80913456
2011,"Child","Carlton","A",786,81.1783944,160.733220912
2012,"Child","Southbank","M",122,13.0811328,25.900642944
2012,"Child","Melbourne (Remainder)","M",0,0,0
2011,"Child","North Melbourne","M",480,51.466752,101.90416896
2011,"Child","Docklands","M",146,15.6544704,30.995851392
2012,"Child","Southbank","F",106,10.5298704,20.849143392
2012,"Child","Melbourne (Remainder)","F",0,0,0
2011,"Child","North Melbourne","F",419,41.6227896,82.413123408
2011,"Child","Docklands","F",146,14.5034064,28.716744672
2012,"Child","Southbank","A",228,23.5479312,46.624903776
2012,"Child","Melbourne (Remainder)","A",0,0,0
2011,"Child","North Melbourne","A",899,92.8490796,183.841177608
2011,"Child","Docklands","A",292,30.1578768,59.712596064
2012,"Child","Southbank","M",165,17.691696,35.02955808
2012,"Child","Kensington","M",592,63.4756608,125.681808384
2011,"Child","Melbourne (Remainder)","M",0,0,0
2011,"Child","East Melbourne","M",112,12.0089088,23.777639424
2012,"Child","Southbank","F",152,15.0994368,29.896884864
2012,"Child","Kensington","F",559,55.5301656,109.949727888
2011,"Child","Melbourne (Remainder)","F",0,0,0
2011,"Child","East Melbourne","F",130,12.913992,25.56970416
2012,"Child","Southbank","A",317,32.7398868,64.824975864
2012,"Child","Kensington","A",1151,118.8757404,235.373965992
2011,"Child","Melbourne (Remainder)","A",0,0,0
2011,"Child","East Melbourne","A",242,24.9938568,49.487836464
2012,"Child","West Melbourne (Residential)","M",100,10.72224,21.2300352
2012,"Child","Parkville","M",147,15.7616928,31.208151744
2011,"Child","Southbank","M",100,10.72224,21.2300352
2011,"Child","Melbourne (Remainder)","M",0,0,0
2012,"Child","West Melbourne (Residential)","F",131,13.0133304,25.766394192
2012,"Child","Parkville","F",160,15.894144,31.47040512
2011,"Child","Southbank","F",92,9.1391328,18.095482944
2011,"Child","Melbourne (Remainder)","F",0,0,0
2012,"Child","West Melbourne (Residential)","A",231,23.8577724,47.238389352
2012,"Child","Parkville","A",307,31.7070828,62.780023944
2011,"Child","Southbank","A",192,19.8298368,39.263076864
2011,"Child","Melbourne (Remainder)","A",0,0,0
2012,"Child","Port Melbourne","M",834,89.4234816,177.058493568
2012,"Child","South Yarra","M",200,21.44448,42.4600704
2011,"Child","Southbank","M",131,14.0461344,27.811346112
2011,"Child","Kensington","M",566,60.6878784,120.161999232
2012,"Child","Port Melbourne","F",729,72.4176936,143.387033328
2012,"Child","South Yarra","F",187,18.5762808,36.781035984
2011,"Child","Southbank","F",124,12.3179616,24.389563968
2011,"Child","Kensington","F",528,52.4506752,103.852336896
2012,"Child","Port Melbourne","A",1563,161.4272652,319.625985096
2012,"Child","South Yarra","A",387,39.9695148,79.139639304
2011,"Child","Southbank","A",255,26.336502,52.14627396
2011,"Child","Kensington","A",1094,112.9887576,223.717740048
2012,"Child","Port Melbourne","M",4,0.4288896,0.849201408
2012,"Child","West Melbourne (Industrial)","M",0,0,0
2011,"Child","West Melbourne (Residential)","M",90,9.650016,19.10703168
2011,"Child","Parkville","M",126,13.5100224,26.749844352
2012,"Child","Port Melbourne","F",3,0.2980152,0.590070096
2012,"Child","West Melbourne (Industrial)","F",0,0,0
2011,"Child","West Melbourne (Residential)","F",93,9.2384712,18.292172976
2011,"Child","Parkville","F",135,13.410684,26.55315432
2012,"Child","Port Melbourne","A",7,0.7229628,1.431466344
2012,"Child","West Melbourne (Industrial)","A",0,0,0
2011,"Child","West Melbourne (Residential)","A",183,18.9003132,37.422620136
2011,"Child","Parkville","A",261,26.9561844,53.373245112
2013,"Child","Carlton","M",450,48.25008,95.5351584
2012,"Child","Melbourne (CBD)","M",145,15.547248,30.78355104
2011,"Child","Port Melbourne","M",791,84.8129184,167.929578432
2011,"Child","South Yarra","M",202,21.6589248,42.884671104
2013,"Child","Carlton","F",392,38.9406528,77.102492544
2012,"Child","Melbourne (CBD)","F",120,11.920608,23.60280384
2011,"Child","Port Melbourne","F",670,66.556728,131.78232144
2011,"Child","South Yarra","F",175,17.38422,34.4207556
2013,"Child","Carlton","A",842,86.9620968,172.184951664
2012,"Child","Melbourne (CBD)","A",265,27.369306,54.19122588
2011,"Child","Port Melbourne","A",1461,150.8926644,298.767475512
2011,"Child","South Yarra","A",377,38.9367108,77.094687384
2013,"Child","Docklands","M",221,23.6961504,46.918377792
2012,"Child","Melbourne (CBD)","M",88,9.4355712,18.682430976
2011,"Child","Port Melbourne","M",2,0.2144448,0.424600704
2011,"Child","West Melbourne (Industrial)","M",0,0,0
2013,"Child","Docklands","F",214,21.2584176,42.091666848
2012,"Child","Melbourne (CBD)","F",97,9.6358248,19.078933104
2011,"Child","Port Melbourne","F",3,0.2980152,0.590070096
2011,"Child","West Melbourne (Industrial)","F",0,0,0
2013,"Child","Docklands","A",435,44.926974,88.95540852
2012,"Child","Melbourne (CBD)","A",185,19.106874,37.83161052
2011,"Child","Port Melbourne","A",5,0.516402,1.02247596
2011,"Child","West Melbourne (Industrial)","A",0,0,0
2013,"Child","East Melbourne","M",145,15.547248,30.78355104
2012,"Child","Melbourne (CBD)","M",114,12.2233536,24.202240128
2012,"Child","Carlton","M",434,46.5345216,92.138352768
2011,"Child","Melbourne (CBD)","M",123,13.1883552,26.112943296
2013,"Child","East Melbourne","F",146,14.5034064,28.716744672
2012,"Child","Melbourne (CBD)","F",106,10.5298704,20.849143392
2012,"Child","Carlton","F",377,37.4505768,74.152142064
2011,"Child","Melbourne (CBD)","F",104,10.3311936,20.455763328
2013,"Child","East Melbourne","A",291,30.0545964,59.508100872
2012,"Child","Melbourne (CBD)","A",220,22.721688,44.98894224
2012,"Child","Carlton","A",811,83.7604044,165.845600712
2011,"Child","Melbourne (CBD)","A",227,23.4446508,46.420408584
2013,"Child","Melbourne (Remainder)","M",0,0,0
2012,"Child","North Melbourne","M",523,56.0773152,111.033084096
2012,"Child","Docklands","M",176,18.8711424,37.364861952
2011,"Child","Melbourne (CBD)","M",75,8.04168,15.9225264
2013,"Child","Melbourne (Remainder)","F",0,0,0
2012,"Child","North Melbourne","F",452,44.9009568,88.903894464
2012,"Child","Docklands","F",173,17.1855432,34.027375536
2011,"Child","Melbourne (CBD)","F",86,8.5431024,16.915342752
2013,"Child","Melbourne (Remainder)","A",0,0,0
2012,"Child","North Melbourne","A",975,100.69839,199.3828122
2012,"Child","Docklands","A",349,36.0448596,71.368822008
2011,"Child","Melbourne (CBD)","A",161,16.6281444,32.923725912
2013,"Child","Kensington","M",624,66.9067776,132.475419648
2012,"Child","Melbourne (Remainder)","M",0,0,0
2012,"Child","East Melbourne","M",135,14.475024,28.66054752
2011,"Child","Melbourne (CBD)","M",99,10.6150176,21.017734848
2013,"Child","Kensington","F",590,58.609656,116.04711888
2014,"Child","Port Melbourne","A",1695,175.060278,346.61935044
2014,"Child","South Yarra","A",395,40.795758,80.77560084
2013,"Child","Southbank","A",394,40.6924776,80.571105648
2013,"Child","Kensington","A",1214,125.3824056,248.257163088
2014,"Child","Port Melbourne","M",5,0.536112,1.06150176
2014,"Child","West Melbourne (Industrial)","M",0,0,0
2013,"Child","West Melbourne (Residential)","M",105,11.258352,22.29153696
2013,"Child","Parkville","M",157,16.8339168,33.331155264
2014,"Child","Port Melbourne","F",1,0.0993384,0.196690032
2014,"Child","West Melbourne (Industrial)","F",0,0,0
2013,"Child","West Melbourne (Residential)","F",131,13.0133304,25.766394192
2013,"Child","Parkville","F",179,17.7815736,35.207515728
2014,"Child","Port Melbourne","A",6,0.6196824,1.226971152
2014,"Child","West Melbourne (Industrial)","A",0,0,0
2013,"Child","West Melbourne (Residential)","A",236,24.3741744,48.260865312
2013,"Child","Parkville","A",336,34.7022144,68.710384512
2015,"Child","Carlton","M",458,49.1078592,97.233561216
2014,"Child","Melbourne (CBD)","M",178,19.0855872,37.789462656
2013,"Child","Port Melbourne","M",871,93.3907104,184.913606592
2013,"Child","South Yarra","M",203,21.7661472,43.096971456
2015,"Child","Carlton","F",416,41.3247744,81.823053312
2014,"Child","Melbourne (CBD)","F",160,15.894144,31.47040512
2013,"Child","Port Melbourne","F",781,77.5832904,153.614914992
2013,"Child","South Yarra","F",195,19.370988,38.35455624
2015,"Child","Carlton","A",874,90.2670696,178.728797808
2014,"Child","Melbourne (CBD)","A",338,34.9087752,69.119374896
2013,"Child","Port Melbourne","A",1652,170.6192208,337.826057184
2013,"Child","South Yarra","A",398,41.1055992,81.389086416
2015,"Child","Docklands","M",330,35.383392,70.05911616
2014,"Child","Melbourne (CBD)","M",116,12.4377984,24.626840832
2013,"Child","Port Melbourne","M",3,0.3216672,0.636901056
2013,"Child","West Melbourne (Industrial)","M",0,0,0
2015,"Child","Docklands","F",321,31.8876264,63.137500272
2014,"Child","Melbourne (CBD)","F",137,13.6093608,26.946534384
2013,"Child","Port Melbourne","F",2,0.1986768,0.393380064
2013,"Child","West Melbourne (Industrial)","F",0,0,0
2015,"Child","Docklands","A",651,67.2355404,133.126369992
2014,"Child","Melbourne (CBD)","A",253,26.1299412,51.737283576
2013,"Child","Port Melbourne","A",5,0.516402,1.02247596
2013,"Child","West Melbourne (Industrial)","A",0,0,0
2015,"Child","East Melbourne","M",144,15.4400256,30.571250688
2014,"Child","Melbourne (CBD)","M",201,21.5517024,42.672370752
2014,"Child","Carlton","M",455,48.786192,96.59666016
2013,"Child","Melbourne (CBD)","M",166,17.7989184,35.241858432
2015,"Child","East Melbourne","F",149,14.8014216,29.306814768
2014,"Child","Melbourne (CBD)","F",186,18.4769424,36.584345952
2014,"Child","Carlton","F",419,41.6227896,82.413123408
2013,"Child","Melbourne (CBD)","F",140,13.907376,27.53660448
2015,"Child","East Melbourne","A",293,30.2611572,59.917091256
2014,"Child","Melbourne (CBD)","A",387,39.9695148,79.139639304
2014,"Child","Carlton","A",874,90.2670696,178.728797808
2013,"Child","Melbourne (CBD)","A",306,31.6038024,62.575528752
2015,"Child","Melbourne (Remainder)","M",0,0,0
2014,"Child","North Melbourne","M",603,64.6551072,128.017112256
2014,"Child","Docklands","M",270,28.950048,57.32109504
2013,"Child","Melbourne (CBD)","M",101,10.8294624,21.442335552
2015,"Child","Melbourne (Remainder)","F",2,0.1986768,0.393380064
2014,"Child","North Melbourne","F",538,53.4440592,105.819237216
2014,"Child","Docklands","F",265,26.324676,52.12285848
2013,"Child","Melbourne (CBD)","F",121,12.0199464,23.799493872
2015,"Child","Melbourne (Remainder)","A",2,0.2065608,0.408990384
2014,"Child","North Melbourne","A",1141,117.8429364,233.329014072
2014,"Child","Docklands","A",535,55.255014,109.40492772
2013,"Child","Melbourne (CBD)","A",222,22.9282488,45.397932624
2015,"Child","Kensington","M",642,68.8367808,136.296825984
2014,"Child","Melbourne (Remainder)","M",0,0,0
2014,"Child","East Melbourne","M",151,16.1905824,32.057353152
2013,"Child","Melbourne (CBD)","M",158,16.9411392,33.543455616
2015,"Child","Kensington","F",634,62.9805456,124.701480288
2014,"Child","Melbourne (Remainder)","F",0,0,0
2014,"Child","East Melbourne","F",149,14.8014216,29.306814768
2013,"Child","Melbourne (CBD)","F",142,14.1060528,27.929984544
2015,"Child","Kensington","A",1276,131.7857904,260.935864992
2014,"Child","Melbourne (Remainder)","A",0,0,0
2014,"Child","East Melbourne","A",300,30.98412,61.3485576
2013,"Child","Melbourne (CBD)","A",300,30.98412,61.3485576
2015,"Child","Parkville","M",177,18.9783648,37.577162304
2014,"Child","Southbank","M",152,16.2978048,32.269653504
2014,"Child","Melbourne (Remainder)","M",0,0,0
2013,"Child","North Melbourne","M",573,61.4384352,121.648101696
2015,"Child","Parkville","F",195,19.370988,38.35455624
2014,"Child","Southbank","F",141,14.0067144,27.733294512
2014,"Child","Melbourne (Remainder)","F",0,0,0
2013,"Child","North Melbourne","F",509,50.5632456,100.115226288
2015,"Child","Parkville","A",372,38.4203088,76.072211424
2014,"Child","Southbank","A",293,30.2611572,59.917091256
2014,"Child","Melbourne (Remainder)","A",0,0,0
2013,"Child","North Melbourne","A",1082,111.7493928,221.263797744
2015,"Child","South Yarra","M",193,20.6939232,40.973967936
2014,"Child","Southbank","M",234,25.0900416,49.678282368
2014,"Child","Kensington","M",644,69.0512256,136.721426688
2013,"Child","Melbourne (Remainder)","M",0,0,0
2015,"Child","South Yarra","F",189,18.7749576,37.174416048
2014,"Child","Southbank","F",217,21.5564328,42.681736944
2014,"Child","Kensington","F",608,60.3977472,119.587539456
2013,"Child","Melbourne (Remainder)","F",0,0,0
2015,"Child","South Yarra","A",382,39.4531128,78.117163344
2014,"Child","Southbank","A",451,46.5794604,92.227331592
2014,"Child","Kensington","A",1252,129.3070608,256.027980384
2013,"Child","Melbourne (Remainder)","A",0,0,0
2015,"Child","West Melbourne (Industrial)","M",0,0,0
2014,"Child","West Melbourne (Residential)","M",101,10.8294624,21.442335552
2014,"Child","Parkville","M",165,17.691696,35.02955808
2013,"Child","Southbank","M",137,14.6894688,29.085148224
2015,"Child","West Melbourne (Industrial)","F",0,0,0
2014,"Child","West Melbourne (Residential)","F",149,14.8014216,29.306814768
2014,"Child","Parkville","F",190,18.874296,37.37110608
2013,"Child","Southbank","F",130,12.913992,25.56970416
2015,"Child","West Melbourne (Industrial)","A",0,0,0
2014,"Child","West Melbourne (Residential)","A",250,25.8201,51.123798
2014,"Child","Parkville","A",355,36.664542,72.59579316
2013,"Child","Southbank","A",267,27.5758668,54.600216264
2015,"Child","Melbourne (CBD)","M",180,19.300032,38.21406336
2014,"Child","Port Melbourne","M",887,95.1062688,188.310412224
2014,"Child","South Yarra","M",199,21.3372576,42.247770048
2013,"Child","Southbank","M",210,22.516704,44.58307392
2015,"Child","Melbourne (CBD)","F",197,19.5696648,38.747936304
2014,"Child","Port Melbourne","F",808,80.2654272,158.925545856
2014,"Child","South Yarra","F",196,19.4703264,38.551246272
2013,"Child","Southbank","F",184,18.2782656,36.190965888
2015,"Child","Melbourne (CBD)","A",377,38.9367108,77.094687384
2017,"Child","Melbourne (Remainder)","M",10,1.072224,2.12300352
2016,"Child","North Melbourne","M",613,65.7273312,130.140115776
2016,"Child","Docklands","M",401,42.9961824,85.132441152
2015,"Child","Melbourne (CBD)","M",138,14.7966912,29.297448576
2017,"Child","Melbourne (Remainder)","F",4,0.3973536,0.786760128
2016,"Child","North Melbourne","F",586,58.2123024,115.260358752
2016,"Child","Docklands","F",367,36.4571928,72.185241744
2015,"Child","Melbourne (CBD)","F",154,15.2981136,30.290264928
2017,"Child","Melbourne (Remainder)","A",14,1.4459256,2.862932688
2016,"Child","North Melbourne","A",1199,123.8331996,245.189735208
2016,"Child","Docklands","A",768,79.3193472,157.052307456
2015,"Child","Melbourne (CBD)","A",292,30.1578768,59.712596064
2017,"Child","Kensington","M",651,69.8017824,138.207529152
2016,"Child","Melbourne (Remainder)","M",0,0,0
2016,"Child","East Melbourne","M",135,14.475024,28.66054752
2015,"Child","Melbourne (CBD)","M",237,25.4117088,50.315183424
2017,"Child","Kensington","F",656,65.1659904,129.028660992
2016,"Child","Melbourne (Remainder)","F",0,0,0
2016,"Child","East Melbourne","F",151,15.0000984,29.700194832
2015,"Child","Melbourne (CBD)","F",200,19.86768,39.3380064
2017,"Child","Kensington","A",1307,134.9874828,267.275215944
2016,"Child","Melbourne (Remainder)","A",0,0,0
2016,"Child","East Melbourne","A",286,29.5381944,58.485624912
2015,"Child","Melbourne (CBD)","A",437,45.1335348,89.364398904
2017,"Child","Parkville","M",214,22.9455936,45.432275328
2016,"Child","Southbank","M",166,17.7989184,35.241858432
2016,"Child","Melbourne (Remainder)","M",7,0.7505568,1.486102464
2015,"Child","North Melbourne","M",596,63.9045504,126.531009792
2017,"Child","Parkville","F",228,22.6491552,44.845327296
2016,"Child","Southbank","F",186,18.4769424,36.584345952
2016,"Child","Melbourne (Remainder)","F",5,0.496692,0.98345016
2015,"Child","North Melbourne","F",555,55.132812,109.16296776
2017,"Child","Parkville","A",442,45.6499368,90.386874864
2016,"Child","Southbank","A",352,36.3547008,71.982307584
2016,"Child","Melbourne (Remainder)","A",12,1.2393648,2.453942304
2015,"Child","North Melbourne","A",1151,118.8757404,235.373965992
2017,"Child","South Yarra","M",202,21.6589248,42.884671104
